arts_1,arts,"paint,brush,artist"
arts_2,arts,"building,photography,corner,space,design"
arts_3,arts,"artist,soul,beautiful,goal,expression,marble,sculpture,ancient"
arts_4,arts,"freedom,happiness,people"
arts_5,arts,"ideas,paint,brush,creative,artist"
arts_6,arts,"sin,artist,eye,feels"
arts_7,arts,"design,roof,amateur"
arts_8,arts,"legs,paint,colors,feet,creative,artist"
arts_9,"arts,success","locks,key,success,luck,secret"
arts_10,arts,"design,building,material,architecture,ancient"
arts_11,arts,"hand,reality,ideas,paint,nail,pen,pencil"
arts_12,"arts,life,hope","silhoutte,joy,beauty,beautiful,life,nature,practice,adventure"
arts_13,arts,"wall,expression,power,impatience"
arts_14,arts,"freedom,travel,fly,think,thinking,mind"
arts_15,arts,"mother,architecture,pieces,attitude"
arts_16,arts,"fear,limit,dark,devil"
arts_17,"arts,religion","sun,sunrise,nature,beauty,god"
arts_18,arts,"meditation,dark,peace,patience,think,thinking,dark,vision"
arts_19,arts,"art,design,architecture,pattern"
arts_20,arts,"hand,plant,artist,peace,tree"
arts_21,arts,"canvas,colors,paint"
arts_22,arts,"canvas,colors,beauty,beautiful,wall"
arts_23,arts,"paint,paper,pencil,artist,draw"
arts_24,arts,"wall,frame,design,lights,light"
arts_25,"arts,soul","wall,wings,fly,cycle,soul,creative"
arts_26,arts,"dark,mountain,reflection"
arts_27,arts,"face,think,black,artist,dark,invisible,vision"
arts_41,arts,"invisible,vision,glass,hide,hidden"
arts_42,arts,"architecture,rome,unfinished,old,ancient"
arts_34,arts,"tree,life,plant"
arts_28,arts,"chaos,colors,color,dark,free"
arts_37,arts,"order,art,objects"
arts_43,arts,"technology,art,inspire,pen,draw,ipad"
arts_44,arts,"technology,art,discuss,learn,techning,teacher,help"
arts_45,arts,"Teacher,Teaching,educate,teach,master,learn,father,art"
arts_46,arts,"Teacher,Teaching,educate,teach,help,study"
arts_47,arts,"photograph,photo,capture,moment,pose,girls,posing,track"
arts_48,arts,"photograph,photo,capture,scene,view,mountains,nature"
arts_49,arts,"line,walk,path,way,lines"
arts_50,arts,"dots,lines,wall,paint"
Books_1,books,"lights,book,lantern,focus,old,library,dust,empty"
Books_2,books,"hand,hold,book"
Books_3,books,"open,books,pages,read"
Books_4,books,"library,light,book,open"
Books_5,books,"library,books,study,old,thoughts,vacant,reading"
Books_6,books,"glass,focus,diary,reading"
Books_7,books,"pile,books,reading"
Books_8,books,"girl,book,bed,pages,reading,thought,imagination"
Books_9,books,"shelf,books,classic"
Books_10,books,"flower,white,books,old"
Books_11,books,"novels,books,man,thought,room,alone,learn"
Books_12,"books,writing","pen,notebook,books,pile,room,old,learn"
Books_13,books,"store,book"
Books_14,books,"roses,flower,book,mug,stories"
Books_15,books,"tea,bed,cup,drink,journey,alone,read,reading"
Books_16,books,"man,read,book,nature,bench,imagination,sit,solitude,peace,alone,garden"
Books_17,books,"library,books,table,house,room"
Books_18,books,"pages,open,book,thought,imagination,read,learn"
Books_19,books,"flower,white,books,nature,garden"
Books_20,books,"gift,unique,book"
death_1,death,"grave,die,peace,jesus,spirit"
death_4,death,"grave,graveyard,death,dead,end"
death_9,death,"smoke,fade,end,life,cigarette"
death_10,death,"old,man,smoke,drug,die"
death_11,death,"poor,children,child,tough,kid,life"
death_12,death,"difficult,adversity,poverty,old-age"
death_13,death,"smoke,fade,end,life,cigarette"
faith_13,faith,"self,belief,be-yourself,believe,light,spark,fire"
faith_17,faith,"light,bulb,dark,humble,hand,confidence"
faith_7,"faith,hope","prayer,hope,pray,gratitude"
faith_19,faith,"dark,eliminate,light,lamp,flame"
faith_20,faith,"spirit,candle,fear,light,flame"
faith_1,faith,"pray,god,prayer,hope,mountain,nature"
god_1,god,"one,space,faith,stars,belief"
god_2,god,"universe,space,galaxy,stars,belief"
hope_2,hope,"create,plant,new,evolve"
hope_3,hope,"aim,high,goal,focus"
hope_4,hope,"effort,fame,work,hard,climb,aim,ambition"
hope_5,hope,"baby,mother,love,life"
hope_6,hope,"bird,hunger,life,small,alive,food"
hope_7,hope,"high,mountain,top,reach,goal"
hope_8,hope,"focus,effort,determinism,practice,glory"
inspiration_9,inspiration,"pain,try,again,never-quit"
inspiration_7,inspiration,"meditation,peace,self,discipline"
inspiration_8,inspiration,"practice,effort,person,discipline,try"
inspiration_11,inspiration,"go,beyond,limits,climb"
inspiration_4,inspiration,"balance,self,concentration,reach,limit"
inspiration_3,inspiration,"sky,fly,high,limit,beyond"
mind_3,mind,"blind,eyes,cover,daredevil"
mind_4,mind,"blind,girl,eye,cover,strong"
mind_5,mind,"puzzle,maze,brain,rubiks,cube,maze"
mind_6,mind,"problems,life,brain,puzzled,puzzle"
motivation_10,motivation,"gym,start,hardwork,begin,habit,train,good,health,do,inspire"
motivation_2,motivation,"morning,run,walk,sun,sunrise,begin,habit,day"
motivation_14,motivation,"bird,life,observe,nature"
motivation_5,motivation,"leader,win,group,people,do"
motivation_15,motivation,"bird,birds,leader,power,fly,inspire,life"
philosophy_1,philosophy,"war,destruction,fight,cry,loss,child"
philosophy_2,philosophy,"technology,war,destruction,kill"
philosophy_3,philosophy,"help,poor,begger"
philosophy_4,philosophy,"kind,help,support"
philosophy_7,philosophy,"cage,bird,prison,sad,bound,life"
philosophy_8,philosophy,"cage,free,bird,sad,jail,risk"
positive_1,positive,"reach,mountain,achieve,impossible,achievement"
soul_1,soul,"dark,dance"
soul_2,soul,"meditation,person,girl,sunset,sun,spiritual,calm"
soul_3,soul,"man,light,candle,shadow,dark"
soul_4,"soul,books","book,river,soul,person"
soul_5,soul,"smoke,man"
